kategoria;gyarto;tipus;sorozatszam;brutto ar
Optika;RaidSonic;ICY BOX IB-AC640;HDD / SSD SATA Caddy;4 390 Ft
Optika;RaidSonic;ICY BOX IB-AC642;HDD / SSD SATA Caddy;6 890 Ft
Optika;Gembird;MF-95-02;HDD / SSD SATA Caddy;3 190 Ft
Optika;DeLOCK;61993;HDD / SSD SATA Caddy;5 690 Ft
Optika;DeLOCK;62669;HDD / SSD SATA Caddy;5 690 Ft
Optika;Akasa;N.Stor S12 AK-OA2SSA-BKV2;HDD / SSD SATA Caddy;5 991 Ft
Hálózat;Mini PCIe 3G/HSDPA WWAN Adapter;HP UN2430;(2417C-MC8355);6 890 Ft
Hálózat;Mini PCIe 3G/HSDPA WWAN Adapter;HP HS2340;(F5521GW);6 890 Ft
Hálózat;Mini PCIe Dual-Band Wireless AC Adapter;Intel 7260;(7260.HMWWB);17 790 Ft
Hálózat;Mini PCIe 3G/HSDPA WWAN Adapter;QUALCOMM MC8305;(2417C-MC8305);6 890 Ft
Hálózat;Mini PCIe 3G/HSDPA WWAN Adapter;Dell Wireless 5550;(F5521GW);6 890 Ft
Hálózat;Mini PCIe 3G/HSDPA WWAN Adapter;Lenovo Wireless WAN;(F5521GW);6 890 Ft
Hálózat;Mini PCI Network Adapter;Philips PH11107-E;(PH11107-E);2 189 Ft
Hálózat;ExpressCard Network Adapter;Linksys WPC11 V.4;(WPC11 V.4);2 490 Ft
Docking Station;Dokkoló;ASUS ZenBook/Transformer szériához (Mini Dock);(90NB0000-P00110);21 100 Ft
Docking Station;Dokkoló;Dell Precision szériához (Adapter nélkül) OEM - Használt;(Model PR02X);14 990 Ft
Docking Station;Dokkoló;Dell Latitude E szériához (Adapter nélkül);(E-Port Plus with USB3.0);29 900 Ft
Docking Station;Dokkoló;Dell Latitude E szériához (120W adapter);(Model PR03X);14 990 Ft
Docking Station;Dokkoló;Dell Latitude E szériához (130W Adapter);(E-Port II with USB3.0);42 990 Ft
Docking Station;Dokkoló;Dell Latitude E szériához (130W Adapter);(E-Port Plus II with USB3.0);45 150 Ft
Docking Station;Dokkoló;IBM ThinkPad Mini Dock (130W Adapter);(Type 2878);4 445 Ft
Docking Station;Dokkoló;HP Elitebook / Probook szériához (Adapter nélkül);(HSTNN-I09X);9 190 Ft
Docking Station;Dokkoló;HP Elitebook / Probook szériához (Adapter nélkül);(HSTNN-I10X);18 796 Ft
Docking Station;Dokkoló;HP Elitebook / Probook szériához (Adapter nélkül);(HSTNN-I11X);18 796 Ft
Docking Station;Dokkoló;HP Elitebook szériához (UltraSlim);(D9Y32AA);46 990 Ft
Docking Station;Dokkoló;Lenovo ThinkPad Basic USB 3.0;(4X10A06688);39 190 Ft
Docking Station;Dokkoló;Lenovo ThinkPad USB 3.0;(0A33971);49 900 Ft
Docking Station;Dokkoló;Lenovo ThinkPad Pro Dock (65W adapter);(40A10065EU);69 290 Ft
Power Adapter;Trust;Duo Universal Power Adapter (70W);(20877);9 889 Ft
Power Adapter;HQ;P.SUP.EU36W Universal Power Adapter (6W);(P.SUP.EU36W);5 490 Ft
Power Adapter;Media-Tech;MT6250 Universal Power Adapter (90W-Car);(MT6250);5 290 Ft
Power Adapter;Level5;C90G4-200A Universal Power Adapter (90W);(C90G4-200AST);4 489 Ft
Power Adapter;Dell;06TM1C AC Adapter (65W);(06TM1C);10 991 Ft
Power Adapter;Lenovo;ThinkPad AC Adapter (65W);(0B47484);16 490 Ft
Power Adapter;Akyga;AK-ND-01 Toshiba Series Power Adapter (65W);(AK-ND-01);3 650 Ft
Power Adapter;Akyga;AK-ND-02 Toshiba Series Power Adapter (75W);(AK-ND-02);3 500 Ft
Power Adapter;Akyga;AK-ND-10 Toshiba Series Power Adapter (90W);(AK-ND-10);3 900 Ft
Power Adapter;Akyga;AK-ND-14 Toshiba Series Power Adapter (75W);(AK-ND-14);3 900 Ft
Power Adapter;Akyga;AK-ND-03 HP Series Power Adapter (65W);(AK-ND-03);3 490 Ft
Power Adapter;Akyga;AK-ND-09 HP Series Power Adapter (65W);(AK-ND-09);3 790 Ft
Power Adapter;Akyga;AK-ND-08 HP Series Power Adapter (90W);(AK-ND-08);3 950 Ft
Power Adapter;Akyga;AK-ND-04 HP Series Power Adapter (90W);(AK-ND-04);4 290 Ft
Power Adapter;Akyga;AK-ND-05 Dell Series Power Adapter (65W);(AK-ND-05);4 089 Ft
Power Adapter;Akyga;AK-ND-07 Dell Series Power Adapter (90W);(AK-ND-07);4 390 Ft
Power Adapter;Akyga;AK-ND-13 Samsung Series Power Adapter (60W);(AK-ND-13);3 900 Ft
Power Adapter;Akyga;AK-ND-06 Acer Series Power Adapter (65W);(AK-ND-06);3 600 Ft
Power Adapter;Akyga;AK-ND-12 Acer Series Power Adapter (90W);(AK-ND-12);3 990 Ft
Power Adapter;Akyga;AK-ND-21 Acer Series Power Adapter (30W);(AK-ND-21);2 990 Ft
Power Adapter;Akyga;AK-ND-18 Lenovo Series Power Adapter (90W);(AK-ND-18);4 290 Ft
Power Adapter;Akyga;AK-ND-29 Lenovo Series Power Adapter (90W);(AK-ND-29);4 600 Ft
Power Adapter;Akyga;AK-ND-17 Fujitsu Siemens Series Power Adapter (65W);(AK-ND-17);3 451 Ft
Power Adapter;FSP;CAR 65 Universal Power Adapter (65W-Autós);(9NA0650612);10 890 Ft
Power Adapter;FSP;NB CEC 65 Universal Power Adapter (65W);(PNA0650655);10 190 Ft
Power Adapter;FSP;NB CEC 90 Universal Power Adapter (90W);(PNA0901330);11 290 Ft
Power Adapter;FSP;NB V3 90 Universal Power Adapter (90W);(PNA0901323);7 790 Ft
Power Adapter;FSP;NB Q90 PLUS Universal Power Adapter (90W) Pink;(PNA0901201);12 891 Ft
Power Adapter;FSP;NB V3 Adapter TIP B for SONY;(4AP0016901GP);591 Ft
Power Adapter;FSP;NB V3 Adapter TIP B for DeLL;(4AP0017001GP);1 090 Ft
Power Adapter;LC-Power;Universal Power Adapter (65W );(LC65NB-Multi);5 591 Ft
Power Adapter;LC-Power;Universal Power Adapter (90W);(LC90NB);7 990 Ft
Hűtő;4World;Cooling Stand Black;(07631);2 189 Ft
Hűtő;Vakoss;Laptop Cooling Pad Black;(LF-1860AL);3 090 Ft
Hűtő;MODECOM;MC-CF13 Black;(MC-CF13);2 189 Ft
Hűtő;Zalman;ZM-NC2 Black;(ZM-NC2);3 650 Ft
Hűtő;Yenkee;YSN 210 Black;(YSN 210);9 900 Ft
Hűtő;Spirit of Gamer;AIR BLADE 100 Red;(SOG-VE100RE);4 790 Ft
Hűtő;Spirit of Gamer;AIR BLADE 500 Red;(SOG-VE500RE);5 890 Ft
Hűtő;Spirit of Gamer;AIR BLADE 500 Blue;(SOG-VE500BL);5 890 Ft
Hűtő;DeepCool;N180 FS Black;(N180 FS);4 290 Ft
Hűtő;DeepCool;Multi Core X6 Black;(Multi Core X6);7 390 Ft
Hűtő;Cooler Master;NotePal CMC3;(R9-NBC-CMC3-GP);3 291 Ft
Hűtő;Cooler Master;NotePal L1;(R9-NBC-NPL1-GP);4 890 Ft
Hűtő;Cooler Master;NotePal U2 Plus Black;(R9-NBC-U2PK-GP);7 290 Ft
Hűtő;Cooler Master;NotePal U3 Plus Black;(R9-NBC-U3PK-GP);9 790 Ft
Hűtő;Cooler Master;Notepal X-Slim II;(R9-NBC-XS2K-GP);5 290 Ft
Hűtő;Cooler Master;MasterNotePal Silver;(MNX-SMTS-20FN-R1);10 690 Ft
Hűtő;Cooler Master;MasterNotePal Pro Silver;(MNY-SMTS-20FY-R1);14 089 Ft
Hűtő;Cooler Master;MasterNotePal Maker Silver;(MNZ-SMTE-20FY-R1);17 790 Ft
Hűtő;Enermax;Aeolus Vegas;(CP007);11 391 Ft
Akku;Dell;D820-8-3S2P akkumulátor (Latitude);(Patona - utángyártott, 4400mAh, 49Wh, 6 cell);8 990 Ft
Akku;Dell;MR90Y akkumulátor (Inspiron/Vostro);(utángyártott, 4400mAh, 48Wh, 6 cell);18 500 Ft
Akku;Dell;J1KND akkumulátor (Inspiron/Vostro);(4080mAh, 48Wh, 6 cell);21 900 Ft
Akku;Dell;N2DN5 akkumulátor (Inspiron/Vostro);(4400mAh, 49Wh, 6 cell);12 490 Ft
Akku;Dell;TC030 akkumulátor (Latitude D6xx);(7800mAh, 85Wh, 9 cell);21 900 Ft
Akku;Dell;RFJMW akkumulátor (Latitude E6xxx);(4400mAh, 65Wh, 6 cell);21 900 Ft
Akku;Dell;Y61CV akkumulátor (Latitude E6xx);(4400mAh, 65Wh, 6 cell);21 900 Ft
Akku;Dell;T54FJ akkumulátor (Latitude Exxx);(4400mAh, 60Wh, 6 cell);21 900 Ft
Akku;Dell;PT434 akkumulátor (Latitude E64xx);(4400mAh, 56Wh, 6 cell);21 900 Ft
Akku;Dell;4M529 akkumulátor (Latitude E64xx);(7800mAh, 90Wh, 9 cell);21 900 Ft
Akku;Dell;F8TTW akkumulátor (Latitude E64xx);(7800mAh, 90Whr, 9 cell);21 900 Ft
Akku;Dell;2P2MJ akkumulátor (Latitude E64xx);(6600mAh, 97Whr, 9 cell);30 000 Ft
Akku;Dell;FV993 akkumulátor (Precision Series);(8700mAh, 97Wh, 9cell);29 900 Ft
Akku;HP;SB03XL akkumulátor (EliteBook 820 G1);(4150mAh, 46Wh, 3 cell);18 900 Ft
Akku;HP;451085-141 akkumulátor (Compaq 6xxx);(4400mAh, 48Wh, 6 cell);12 490 Ft
Táska;4World;Basic 15.6 Laptop táska (Fekete);(03033);2 050 Ft
Táska;Genius;GB-1500X 15.6 Laptop hátizsák (Fekete-Zöld);(31280057101);3 990 Ft
Táska;Trust;Sydney 17.3 Laptop táska (Fekete);(17415);8 299 Ft
Táska;WPower;Kingsons 15.4 Ladies in Fashion Laptop táska (Fekete);(LTACSB01-15.4-B);9 590 Ft
Táska;Natec;WildCat 15.6 Laptop táska (Piros);(NTO-0720);4 590 Ft
Táska;Natec;Caracal 15.6 Laptop táska (Krém);(NTO-0722);7 990 Ft
Táska;Natec;Doberman 15.6 Laptop táska (Fekete);(NTO-0768);3 400 Ft
Táska;Natec;Sheepdog 19 Laptop táska (Fekete);(NTO-0008);7 899 Ft
Táska;Dicota;BASE XX C 17.3 Laptop Táska (Fekete);(D31127);3 700 Ft
Táska;LOGIC;Basic 15.6 Laptop táska (Fekete);(TOR-LC-BASIC15);1 990 Ft
Táska;LOGIC;Cool 15.6 Laptop táska (Szürke);(TOR-LC-COOLGRAY-15,6);2 450 Ft
Táska;Lenovo;Simple Toploader T1050 15.6 Laptok táska (Fekete);(888015205);4 200 Ft
Táska;Lenovo;Simple BackPack 15.6 Laptop hátizsák (Fekete);(888016261);4 790 Ft
Táska;Lenovo;B5650-WW BackPack 15.6 Laptop hátizsák (Fekete);(888010315);8 500 Ft
Táska;Lenovo;ThinkPad X1 Ultra Sleeve 14 Laptop tok (Fekete);(4X40K41705);23 590 Ft
Táska;ASUS;Nereus Carry 16 Laptop táska (Fekete);(90-XB4000BA00010);4 290 Ft
Táska;ASUS;Argo BackPack 15.6 Laptop hátizsák (Fekete);(90XB00Z0-BBP000);5 991 Ft
Táska;ASUS;Aglaia Carry Bag 13.3 Laptop táska (Szürke);(90XB0250-BBA020);6 490 Ft
Táska;ASUS;EOS Carry Bag 15.6 Laptop Táska (Kék);(BAG-16-EOSBAG-BL);7 990 Ft
Táska;ASUS;EOS Carry Bag 15.6 Laptop Táska (Piros);(BAG-16-EOSBAG-RD);7 990 Ft
Táska;ASUS;EOS Carry Bag 15.6 Laptop Táska (Sárga);(BAG-16-EOSBAG-YL);7 990 Ft
Táska;ASUS;EOS Carry Bag 15.6 Laptop Táska (Szürke);(90XB01D0-BBA040);6 900 Ft
Táska;ASUS;MATTE  Carry Bag 16 Laptop táska (Fekete);(BAG-16-MATTEBAG-BK);5 190 Ft
Táska;ASUS;LEATHER Cosmo Carry Bag 12 Laptop Táska (Fekete);(90-XB2R00BA00010);11 391 Ft
Táska;ASUS;ROG Shuttle II 17 Laptop hátizsák (Fekete);(90-XB2I00BP00020);21 500 Ft
Táska;ASUS;ROG Nomad V2 17 Laptop Hátizsák (Fekete);(90XB0160-BBP010);31 090 Ft
Táska;MODECOM;Brooklyn S1 12 Laptop tok (Fekete);(FUT-MC-BROOKLYN-S001-12-BLK);1 990 Ft
Táska;MODECOM;Brooklyn S1 16 Laptop tok (Fekete);(FUT-MC-BROOKLYN-S001-16-BLK);1 990 Ft
Táska;MODECOM;Brooklyn S1 16 Laptop tok (Piros);(FUT-MC-BROOKLYN-S001-16-RED);1 890 Ft
Táska;MODECOM;Brooklyn S1 18 Laptop tok (Kék);(FUT-MC-BROOKLYN-S001-18-BLU);1 850 Ft
Táska;MODECOM;Brooklyn S1 18 Laptop tok (Piros);(FUT-MC-BROOKLYN-S001-18-RED);1 990 Ft
Táska;MODECOM;Barrow 15.6 Laptop táska (Fekete);(TOR-MC-BARROW-15);4 900 Ft
Táska;MODECOM;Greenwich 15,6 Laptop táska (Szürke);(TOR-MC-GREENWICH-GRE);4 390 Ft
Táska;MODECOM;Greenwich 15,6 Laptop táska (Lila);(TOR-MC-GREENWICH-PUR);4 300 Ft
Táska;MODECOM;Greenwich 15,6 Laptop táska (Bézs);(TOR-MC-GREENWICH-BEI);4 249 Ft
Táska;MODECOM;Montana 15,6 Laptop táska (Kék);(TOR-MC-MONTANA-15-BLU);4 990 Ft
Táska;MODECOM;Montana 15,6 Laptop táska (Zöld);(TOR-MC-MONTANA-15-GRE);4 750 Ft
Táska;MODECOM;Torino 15,6 Laptop táska (Fekete);(TOR-MC-TORINO-15-BLA);3 250 Ft
Táska;MODECOM;Torino 15,6 Laptop táska (Kék);(TOR-MC-TORINO-15-BLU);3 190 Ft
Táska;MODECOM;Torino 15,6 Laptop táska (Piros);(TOR-MC-TORINO-15-RED);3 190 Ft
Táska;MODECOM;Torino 15,6 Laptop táska (Szürke);(TOR-MC-TORINO-15-GRE);3 600 Ft
Táska;MODECOM;Cordoba 15,6 Laptop táska (Fekete);(TOR-MC-CORDOBA-15);3 950 Ft
Táska;MODECOM;Cordoba 17 Laptop táska (Fekete);(TOR-MC-CORDOBA-17);3 490 Ft
Táska;MODECOM;Mark 15,6 Laptop táska (Fekete);(TOR-MC-MARK-15);2 891 Ft
Táska;MODECOM;Mark 17 Laptop táska (Fekete);(TOR-MC-MARK-17);2 800 Ft
Táska;MODECOM;Mark2 15.6 Laptop táska (Fekete);(TOR-MC-MARK2-15);4 190 Ft
Táska;MODECOM;Mark2 17 Laptop táska (Fekete);(TOR-MC-MARK2-17);3 490 Ft
Táska;MODECOM;York T1 15.6 Laptop táska (Fekete);(TOR-MC-YORK-T001-15);3 090 Ft
Táska;MODECOM;York T1 17 Laptop táska (Fekete);(TOR-MC-YORK-T001-17);4 350 Ft
Táska;MODECOM;Cherokee 17 Laptop táska (Fekete);(TOR-MC-CHEROKEE-17);4 290 Ft
Táska;MODECOM;Cleveland 15.6 Laptop táska (Fekete);(TOR-MC-CLEVELAND-15);3 190 Ft
Táska;MODECOM;Cleveland 17 Laptop táska (Fekete);(TOR-MC-CLEVELAND-17);3 990 Ft
Táska;MODECOM;Graphite 15.6 Laptop táska (Grafit);(TOR-MC-GRAPHITE-15);6 490 Ft
Táska;MODECOM;Madryt 15.6 Laptop táska (Fekete);(TOR-MC-MADRYT-15);6 590 Ft
Táska;Dell;F1 Sleeve 15.6 Laptop tok (Piros-Szürke);(DNBS101RD);991 Ft
Táska;Dell;Essential Topload Case 15.6 Black;(460-BBNY);4 089 Ft
Táska;Dell;Essential BackPack 15.6 Laptop hátizsák (Fekete);(460-BBVH-1-11);8 490 Ft
Táska;Dell;Professional Topload Carrying Case 15.6 (Fekete);(460-BBLR);11 990 Ft
Táska;Dell;Professional Business Case 14 (Fekete);(CASENYLONPRO14B);12 990 Ft
Táska;Dell;Pursuit BackPack 15.6 (Szürke);(460-BCDH);11 490 Ft
Táska;Samsonite;AirGlow Sleeve 13.3 Laptop tok (Fekete-Kék);(U37-009-005);7 290 Ft
Táska;Samsonite;AirGlow Sleeve 15.6 Laptop tok (Fekete-Kék);(U37-009-003);9 801 Ft
Táska;Samsonite;Aramon II Sleeve 17.3 Laptop tok (Fekete);(V51-009-015);7 490 Ft
Táska;Samsonite;GuardIT Bailhandle 13.3 Laptop táska (Fekete);(88U-009-001);7 600 Ft
Táska;Samsonite;GuardIT Bailhandle 17.3 Laptop táska (Fekete);(88U-009-003);8 990 Ft
Táska;Samsonite;GuardIT S 14 Laptop hátizsák (Fekete);(88U-009-004);9 590 Ft
Táska;Samsonite;GuardIT M 16 Laptop hátizsák (Fekete);(88U-009-005);9 990 Ft
Táska;Samsonite;GuardIT L 17.3 Laptop hátizsák (Fekete);(88U-009-006);11 300 Ft
Táska;Samsonite;Network2 11-12.1 Laptop táska (Fekete);(41U-018-002);7 590 Ft
Táska;Samsonite;Network2 14 Laptop táska (Szürke);(41U-008-003);9 300 Ft
Táska;Samsonite;Network2 14 Laptop táska (Piros);(41U-000-003);9 190 Ft
Táska;Samsonite;Network2  17.3 Laptop táska (Fekete);(41U-018-005);10 991 Ft
Táska;Samsonite;Network2 15-16 Laptop hátizsák (Piros);(41U-000-007);11 391 Ft
Táska;Samsonite;Network2 17.3 Laptop hátizsák (Fekete);(41U-018-008);13 600 Ft
Táska;Samsonite;Qibyte 17.3 Laptop táska (Szürke);(16N-009-003);12 200 Ft
Táska;Samsonite;Rewind 16 Laptop hátizsák (Fekete);(10N-009-003);16 990 Ft
Táska;Samsonite;Spectrolite 15.6 Laptop táska (Barna);(80U-013-002);19 600 Ft
Táska;Samsonite;Vectura 16 Office Case (Fekete);(39V-009-001);11 900 Ft
Táska;Samsonite;Vectura 16 Office Case Plus (Fekete);(39V-009-002);14 500 Ft
Táska;Samsonite;Vectura 17.3 Office Case Plus (Fekete);(39V-009-003);15 690 Ft
Táska;Samsonite;Vectura Slim 13.3 Laptop táska (Fekete);(39V-009-004);12 990 Ft
Táska;Samsonite;Vectura M 16 Laptop táska (Fekete);(39V-009-005);17 790 Ft
Táska;Samsonite;Vectura L 17.3 Laptop táska (Fekete);(39V-009-006);19 500 Ft
Táska;Samsonite;Vectura S 13-14 Laptop hátizsák (Szürke);(39V-008-007);17 501 Ft
Táska;Samsonite;Vectura 15-16 Laptop hátizsák (Szürke);(39V-008-008);19 700 Ft
Táska;Samsonite;Vectura 15-16 Laptop hátizsák (Fekete);(39V-009-008);16 490 Ft
Táska;Samsonite;Ergo-Biz 15.6 Briefcase 2 Gussets Latop táska (Fekete);(46U-009-004);20 190 Ft
Táska;HP;Value Top Load 15.6 Laptop táska (Szürke);(K0B38AA);4 550 Ft
Táska;HP;Value/Focus Top Load 15.6 Laptop táska (Fekete);(T9B50AA#ABB);4 350 Ft
Táska;HP;Value 16 Laptop hátizsák (Fekete);(QB757AA#ABB);11 600 Ft
Táska;HP;Essential Top Load 15.6 Laptop táska (Fekete);(H2W17AA);5 790 Ft
Táska;HP;Prelude Top Load  15.6 Laptop táska (Fekete);(K7H12AA);6 900 Ft
Táska;HP;SMB Top Load 15.6 Laptop táska (Fekete);(T0F83AA);9 590 Ft
Táska;HP;Leather Sleeve 14 Laptop tok (Fekete);(H4F07AA);14 990 Ft
Táska;Case Logic;Laptop & iPad Slim 11.6 táska (Fekete);(AUA-311);6 200 Ft
Táska;Targus;Classic Clamshell 12-13.4 Laptop táska (Fekete);(CN313);4 990 Ft
Táska;Targus;Classic Clamshell 13-14.3 Laptop táska (Fekete);(CN414EU);5 991 Ft
Táska;Targus;Classic Clamshell 15-15.6 Laptop táska (Fekete);(TAR300);4 489 Ft
Táska;Targus;Classic+ Clamshell 17-18 Laptop táska (Fekete);(CN418EU);7 990 Ft
Táska;Targus;Intellect Topload 15.6 Laptop táska (Fekete-Szürke);(TBT238EU);3 490 Ft
Táska;Targus;Intellect Topload 15.6 Laptop táska (Fekete-Szürke);(TBT239EU-50);3 950 Ft
Táska;Targus;Intellect Clamshell 17-17.3 Laptop táska (Fekete);(TBC005EU);6 789 Ft
Egyéb;Lámpa;USB 3LED Light;(4World 03361);1 690 Ft
Egyéb;Billentyűzet;Acer Aspire 1410 HU kiosztás;(K032146J1 HG);9 590 Ft
Egyéb;Billentyűzet matrica;Átlátszó alapon fehér (LowQ);(Transparent/W - LowQ);390 Ft
Egyéb;Billentyűzet matrica;Átlátszó alapon fekete (LowQ);(Transparent/B - LowQ);300 Ft
Egyéb;Billentyűzet matrica;Átlátszó alapon piros (LowQ);(Transparent/R - Cirill);260 Ft
Egyéb;Billentyűzet matrica;Fekete alapon fehér (LowQ);(Kolink - KBKOHUBLW);480 Ft
Egyéb;Billentyűzet matrica;Fekete alapon fehér (HighQ);(Black/W - HighQ);1 300 Ft
Egyéb;Biztonsági zár;LogiLink NBS002;(NBS002);2 490 Ft
Egyéb;Biztonsági zár;Targus DEFCON Retractable CL;(ASP03EU);5 790 Ft
Egyéb;Biztonsági zár;Kensington Micro Saver Retractable;;10 991 Ft
Egyéb;Biztonsági zár;Kensington MicroSaver 64020;(64020);14 790 Ft
Egyéb;Biztonsági zár;Lenovo MicroSaver 73P2582;(73P2582);10 890 Ft
Egyéb;Notebook asztal;4World Lap Desk Black;(10000);2 189 Ft
Tablet PC;Kiano;8 Cavion Base MS 16GB WiFi Black;(5901821991360);18 900 Ft
Tablet PC;MyAudio;Next Q8 8 8GB WiFi Black;(NEXT Q8);26 789 Ft
Tablet PC;Overmax;DualDrive Max2 9.7 8GB WiFi Black;(HOVDUALDRIVEMAX2);43 000 Ft
Tablet PC;Alcatel;Pixi 3 10 8GB WiFi Volcano Black;(8079-2AALHU1-2);31 290 Ft
Tablet PC;Alcatel;Pixi 3 10 8GB WiFi Volcano White;(8079-2BALHU1-2);29 889 Ft
Tablet PC;Alcatel;Pixi 4 7 8GB WiFi White;(8063-3BALHU1);21 990 Ft
Tablet PC;Alcor;Access Q784S 7 8GB 3G WiFi Black;(Q784S);24 390 Ft
Tablet PC;eSTAR;Beauty  HD Quad Core 7 8GB WiFi Purple;(MID7338P);18 500 Ft
Tablet PC;eSTAR;Beauty 2 HD Quad Core 7 8GB WiFi Red;(5297378411124);18 990 Ft
Tablet PC;eSTAR;Beauty 2 HD Quad Core 7 8GB WiFi Purple;(5297378113424);19 489 Ft
Tablet PC;eSTAR;Beauty Kids HD Quad 7 8GB WiFi Minions (DM);(11043);18 299 Ft
Tablet PC;Lark;SmartKid 7 4GB WiFi Pink;(5901592830806);30 490 Ft
Tablet PC;Navon;Predator 3G 7 8GB WiFi Black;(PREDATOR 3G);21 391 Ft
Tablet PC;Navon;Predator 10 10.1 8GB WiFi Black;(PREDATOR 10);30 290 Ft
Tablet PC;Samsung;Galaxy TabA 7 8GB WiFi White;(SM-T280NZWAXEH);41 490 Ft
Tablet PC;Samsung;Galaxy Tab S2 VE 32GB WiFi Black;(SM-T813NZKEXEH);135 990 Ft
Tablet PC;Huawei;MediaPad T3 7 16GB WiFi Space Gray;(HT3_7_AGR1_16);29 889 Ft
Tablet PC;Huawei;MediaPad T3 10 9.6 16GB WiFi Gray;(11768);51 690 Ft
Tablet PC;Huawei;MediaPad M3 Lite 10.1 32GB LTE WiFi Gray;(M3LITE 11770);90 890 Ft
Tablet PC;Umax;JoyPlus DR-10 10 8GB WiFi Black;(8595142713298);28 090 Ft
Tablet PC;Umax;VisionBook P70 7 16GB LTE WiFi Black;(8595142714691);29 990 Ft
Tablet PC;Umax;VisionBook 7Qi 3G Plus 7 16GB WiFi Black;(8595142714783);23 900 Ft
Tablet PC;Umax;VisionBook 8Q Plus 8 8GB WiFi White;(8595142715209);23 590 Ft
Tablet PC;Umax;VisionBook 8Q LTE 8 16GB WiFi White;(8595142715193);31 900 Ft
Tablet PC;Umax;VisionBook 8Qi 3G Plus 8 16GB WiFi White;(8595142714677);29 500 Ft
Tablet PC;Umax;VisionBook 8Wi Plus 8 32GB WiFi Black;(8595142714103);26 700 Ft
Tablet PC;Umax;VisionBook 9Wi Pro 8.9 32GB WiFi Black-Silver;(8595142714424);48 500 Ft
Tablet PC;Umax;VisionBook 10Wi Pro 10.1 32GB WiFi Black-Silver;(8595142714318);58 500 Ft
Tablet PC;Umax;VisionBook 11Wi Pro 11.6 32GB WiFi Black;(8595142714455);68 500 Ft
Tablet PC;ASUS;ZenPad 8 16GB LTE WiFi White;(Z380KNL-6B039A);63 691 Ft
Tablet PC;ASUS;ZenPad 10.1 16GB WiFi Rose Gold;(90NP00C3-M01240);69 990 Ft
Tablet PC;Lenovo;Tab2 A7-10F Adam 7 8GB WiFi Black;(59-434734);28 291 Ft
Tablet PC;Lenovo;IdeaTab TB3-850M 8 16GB LTE WiFi Black;(ZA180020BG);43 490 Ft
Kiegészítők;Huawei;MediaPad M2 M-Pen érintőceruza Ezüst;(2451887);10 190 Ft
Kiegészítők;Akyga;AK-CH-03 (5W) 220V - USB hálózati töltő;(AK-CH-03);1 490 Ft
Kiegészítők;Akyga;AK-TB-03 (10W) Univerzális Tablet töltő;(AK-TB-03);2 390 Ft
Kiegészítők;Krüger & Matz;KM0026 Tablet és Telefon töltő;(KM0026);2 850 Ft
Kiegészítők;Media-Tech;MT6267 Tablet és Telefon töltő;(MT6267);4 750 Ft
Kiegészítők;NATEK;Scalar 7 Tablet Case + Touch Pen Black;(NEK-0535);1 990 Ft
Kiegészítők;NATEK;Scalar 8 Tablet Case + Touch Pen Black;(NEK-0536);1 990 Ft
Kiegészítők;Alcor;BT100 9-10 Tablet Case + Keyboard Black;(BT-100 HU);8 200 Ft
Kiegészítők;Silverline;10 Tablet Case + Keyboard Black;(191907872);3 990 Ft
Kiegészítők;GOCLEVER;EcoSleeve 10 Tablet Case Black;(MIDBAGSLE10BLK);2 189 Ft
Kiegészítők;GOCLEVER;EcoSleeve 10 Tablet Case Blue;(MIDBAGSLE10BLU);2 189 Ft
Kiegészítők;GOCLEVER;Neoprene Sleeve 10 Tablet Case Pink;(MIDBAGNEOSLE10PNK);2 050 Ft
Kiegészítők;GOCLEVER;Neoprene Sleeve 10 Tablet Case Black;(MIDBAGNEOSLE10BLK);2 050 Ft
Kiegészítők;GOCLEVER;Neoprene Sleeve 10 Tablet Case Flower;(MIDBAGNEOSLE10CLR);2 050 Ft
Kiegészítők;GOCLEVER;Leather Sleeve 7 Tablet Case Black;(MIDBAGLEA7BLK);2 050 Ft
Kiegészítők;GOCLEVER;Protective Stand 9,7 Tablet Case Black;(MIDBAGPROCASE97);3 291 Ft
Kiegészítők;MODECOM;FreeCASE 10 Tablet Case Black;(FUT-MC-FREECASE-10-BLK);2 990 Ft
Kiegészítők;MODECOM;SQUID 7 Tablet Case Blue;(FUT-MC-SQUID-7-BLU);2 189 Ft
Kiegészítők;MODECOM;SQUID 7 Tablet Case Gray;(FUT-MC-SQUID-7-GRE);2 150 Ft
Kiegészítők;MODECOM;SQUID 7 Tablet Case Green;(FUT-MC-SQUID-7-GRN);2 150 Ft
Kiegészítők;MODECOM;SQUID 8 Tablet Case Black;(FUT-MC-SQUID-8-BLA);2 950 Ft
Kiegészítők;MODECOM;SQUID 8 Tablet Case Blue;(FUT-MC-SQUID-8-BLU);2 590 Ft
Kiegészítők;MODECOM;SQUID 8 Tablet Case Gray;(FUT-MC-SQUID-8-GRE);2 690 Ft
Kiegészítők;MODECOM;SQUID 8 Tablet Case Green;(FUT-MC-SQUID-8-GRN);2 490 Ft
Kiegészítők;MODECOM;SQUID 9.7 Tablet Case Black;(FUT-MC-SQUID-9-BLA);3 650 Ft
Kiegészítők;MODECOM;SQUID 9.7 Tablet Case Blue;(FUT-MC-SQUID-9-BLU);2 690 Ft
Kiegészítők;MODECOM;SQUID 9.7 Tablet Case Gray;(FUT-MC-SQUID-9-GRE);2 490 Ft
